name,n,Γ1,Γ2,uncertainty,time,res,optimality,iterations,LB,UB,first_LB,first_UB,last_LB,last_UB
WagnerModel,100,20.0,20.0,0.3,315.1672981,3335.3000000000006,true,38,"[3050.0, 3308.2999999999997, 3318.1999999999994, 3318.1999999999994, 3318.1999999999994, 3318.1999999999994, 3318.1999999999994, 3318.1999999999994, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3324.2000000000003, 3326.9000000000005, 3326.9000000000005, 3332.2999999999997, 3332.2999999999997, 3335.2999999999997]","[3527.9, 3470.4999999999995, 3396.2999999999993, 3396.2999999999993, 3396.2999999999993, 3396.2999999999993, 3396.2999999999993, 3396.2999999999993, 3396.2999999999993, 3396.2999999999993, 3396.2999999999993, 3396.2999999999993, 3396.2999999999993, 3396.2999999999993, 3396.2999999999993, 3396.2999999999993, 3396.2999999999993, 3396.2999999999993, 3396.2999999999993, 3393.5, 3393.5, 3393.5, 3393.5, 3340.3999999999996, 3340.3999999999996, 3340.3999999999996, 3340.3999999999996, 3340.3999999999996, 3340.3999999999996, 3340.3999999999996, 3340.3999999999996, 3340.3999999999996, 3340.3999999999996, 3340.3999999999996, 3340.3999999999996, 3335.3000000000006, 3335.3000000000006, 3335.3000000000006, 3335.3000000000006]",3050.0,3527.9,3335.2999999999997,3335.3000000000006
WagnerModel,100,60.0,60.0,0.3,504.4995733,3747.199999999999,true,33,"[3050.0, 3542.299999999999, 3599.7999999999997, 3632.599999999999, 3632.5999999999995, 3672.7999999999997, 3672.7999999999997, 3672.7999999999997, 3672.7999999999997, 3672.7999999999997, 3672.7999999999997, 3672.7999999999997, 3672.7999999999997, 3672.7999999999997, 3672.7999999999997, 3672.7999999999997, 3672.7999999999997, 3672.7999999999997, 3672.7999999999997, 3674.6, 3674.6, 3674.6, 3674.6, 3674.6, 3674.600000000004, 3674.6000000000136, 3674.6000000000136, 3674.6000000000136, 3744.199999999999, 3744.199999999999, 3744.1999999999994, 3744.1999999999994, 3746.1999999999994, 3747.1999999999985]","[3927.299999999999, 3782.3, 3782.3, 3782.3, 3766.7999999999984, 3766.7999999999984, 3766.7999999999984, 3766.7999999999984, 3766.7999999999984, 3766.7999999999984, 3766.7999999999984, 3766.7999999999984, 3766.7999999999984, 3766.7999999999984, 3766.7999999999984, 3766.7999999999984, 3749.1999999999994, 3749.1999999999994, 3749.1999999999994, 3749.1999999999994, 3749.1999999999994, 3749.1999999999994, 3749.1999999999994, 3749.1999999999994, 3749.1999999999994, 3749.1999999999994, 3749.1999999999994, 3747.199999999999, 3747.199999999999, 3747.199999999999, 3747.199999999999, 3747.199999999999, 3747.199999999999, 3747.199999999999]",3050.0,3927.299999999999,3747.1999999999985,3747.199999999999
WagnerModel,100,20.0,20.0,0.3,81.3592663,3246.3999999999996,true,23,"[2965.0, 3224.2000000000003, 3230.4999999999995, 3237.1000000000004, 3237.1000000000004, 3237.1000000000004, 3237.1000000000004, 3238.1000000000004, 3238.1000000000004, 3238.1000000000004, 3238.1000000000004, 3238.1000000000004, 3240.0999999999995, 3242.2000000000003, 3242.2000000000003, 3242.2000000000003, 3242.2000000000003, 3242.2000000000003, 3245.2000000000003, 3245.2000000000003, 3245.2000000000003, 3245.2000000000003, 3245.2000000000003, 3246.3999999999996]","[3443.2999999999993, 3384.599999999999, 3315.7000000000003, 3315.7000000000003, 3315.7000000000003, 3315.7000000000003, 3315.7000000000003, 3315.7000000000003, 3315.7000000000003, 3291.4, 3291.4, 3253.7, 3247.8, 3247.8, 3247.8, 3247.8, 3247.8, 3246.7000000000003, 3246.7000000000003, 3246.7000000000003, 3246.7000000000003, 3246.7000000000003, 3246.3999999999996, 3246.3999999999996]",2965.0,3443.2999999999993,3246.3999999999996,3246.3999999999996
WagnerModel,100,60.0,60.0,0.3,130.8513948,3652.899999999999,true,36,"[2965.0, 3433.3, 3621.500000000001, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3621.5000000000014, 3649.8999999999996, 3649.8999999999996, 3649.8999999999996, 3649.8999999999996, 3649.8999999999996, 3649.8999999999996, 3649.8999999999996, 3651.9, 3651.9, 3651.9, 3652.9000000000124, 3652.9000000000124, 3652.9000000000124, 3652.9000000000124, 3652.9000000000124]","[3824.5999999999985, 3734.7999999999993, 3734.7999999999993, 3734.7999999999993, 3734.7999999999993, 3734.7999999999993, 3734.7999999999993, 3734.7999999999993, 3734.7999999999993, 3734.7999999999993, 3734.7999999999993, 3734.7999999999993, 3734.7999999999993, 3734.7999999999993, 3671.1999999999994, 3671.1999999999994, 3671.1999999999994, 3671.1999999999994, 3671.1999999999994, 3671.1999999999994, 3671.1999999999994, 3654.2000000000007, 3654.2000000000007, 3654.2000000000007, 3654.2000000000007, 3654.2000000000007, 3654.2000000000007, 3654.2000000000007, 3654.2000000000007, 3654.2000000000007, 3654.2000000000007, 3654.2000000000007, 3654.2000000000007, 3654.2000000000007, 3654.2000000000007, 3654.2000000000007, 3652.899999999999]",2965.0,3824.5999999999985,3652.9000000000124,3652.899999999999
WagnerModel,100,20.0,20.0,0.3,47.9226234,3401.6000000000004,true,22,"[3116.0, 3385.4, 3387.500000000001, 3387.500000000001, 3387.500000000001, 3387.500000000001, 3387.500000000001, 3387.500000000001, 3391.0999999999995, 3391.0999999999995, 3391.0999999999995, 3391.0999999999995, 3391.0999999999995, 3392.2999999999997, 3392.3, 3395.2999999999993, 3395.2999999999993, 3398.6000000000004, 3398.6000000000004, 3398.6000000000004, 3399.6, 3400.3999999999996, 3401.6]","[3565.8, 3530.0999999999995, 3530.0999999999995, 3506.9999999999995, 3506.9999999999995, 3428.0000000000005, 3428.0000000000005, 3428.0000000000005, 3428.0000000000005, 3428.0000000000005, 3428.0000000000005, 3428.0000000000005, 3428.0000000000005, 3428.0000000000005, 3426.499999999999, 3426.499999999999, 3401.6000000000004, 3401.6000000000004, 3401.6000000000004, 3401.6000000000004, 3401.6000000000004, 3401.6000000000004, 3401.6000000000004]",3116.0,3565.8,3401.6,3401.6000000000004
WagnerModel,100,60.0,60.0,0.3,194.1817954,3835.0999999999985,true,25,"[3116.0, 3613.9999999999986, 3690.199999999999, 3757.1000000000013, 3785.7, 3785.7, 3785.7, 3832.0999999999985, 3832.0999999999985, 3832.0999999999985, 3832.0999999999985, 3832.0999999999985, 3832.0999999999985, 3832.0999999999985, 3832.0999999999985, 3832.0999999999985, 3832.0999999999995, 3832.0999999999995, 3832.0999999999995, 3832.0999999999995, 3832.0999999999995, 3832.0999999999995, 3832.0999999999995, 3834.0999999999985, 3834.0999999999995, 3835.0999999999985]","[3970.199999999999, 3894.899999999999, 3894.899999999999, 3864.699999999998, 3864.699999999998, 3864.699999999998, 3836.4, 3836.4, 3836.4, 3836.4, 3836.4, 3836.4, 3836.4, 3836.4, 3836.4, 3835.0999999999985, 3835.0999999999985, 3835.0999999999985, 3835.0999999999985, 3835.0999999999985, 3835.0999999999985, 3835.0999999999985, 3835.0999999999985, 3835.0999999999985, 3835.0999999999985, 3835.0999999999985]",3116.0,3970.199999999999,3835.0999999999985,3835.0999999999985
WagnerModel,100,20.0,20.0,0.3,7200.5815322,3285.099999999999,false,54,"[2990.0, 3236.6999999999985, 3254.9, 3254.9, 3257.2999999999997, 3257.2999999999997, 3257.8999999999996, 3257.8999999999996, 3257.8999999999996, 3257.8999999999996, 3257.8999999999996, 3257.8999999999996, 3257.8999999999996, 3257.8999999999996, 3257.8999999999996, 3259.3999999999996, 3259.999999999999, 3259.999999999999, 3259.999999999999, 3259.999999999999, 3259.999999999999, 3259.999999999999, 3259.999999999999, 3259.999999999999, 3259.999999999999, 3259.999999999999, 3259.999999999999, 3262.3999999999996, 3262.3999999999996, 3262.3999999999996, 3262.3999999999996, 3262.3999999999996, 3262.3999999999996, 3262.3999999999996, 3262.3999999999996, 3262.3999999999996, 3262.3999999999996, 3262.3999999999996, 3262.3999999999996, 3262.3999999999996, 3262.4, 3262.4, 3262.4, 3262.4, 3262.4, 3262.4, 3262.4, 3262.4, 3262.4, 3262.4, 3262.4, 3262.4, 3262.4, 3262.4]","[3444.0999999999995, 3444.0999999999995, 3422.7999999999997, 3408.2, 3408.2, 3408.2, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999, 3285.099999999999]",2990.0,3444.0999999999995,3262.4,3285.099999999999
WagnerModel,100,60.0,60.0,0.3,137.5522943,3681.2,true,40,"[2990.0, 3537.9999999999986, 3537.9999999999986, 3537.9999999999986, 3563.499999999999, 3563.499999999999, 3563.499999999999, 3563.499999999999, 3563.499999999999, 3563.499999999999, 3673.3999999999987, 3673.3999999999987, 3673.3999999999987, 3673.3999999999987, 3673.3999999999987, 3673.3999999999987, 3673.3999999999987, 3673.3999999999987, 3673.3999999999987, 3678.1999999999994, 3678.1999999999994, 3678.1999999999994, 3679.1999999999994, 3679.1999999999994, 3679.1999999999994, 3679.1999999999994, 3679.1999999999994, 3680.1999999999994, 3680.1999999999994, 3680.1999999999994, 3680.1999999999994, 3680.1999999999994, 3680.1999999999994, 3680.1999999999994, 3680.1999999999994, 3680.1999999999994, 3680.1999999999994, 3680.1999999999994, 3680.1999999999994, 3680.1999999999994, 3681.1999999999994]","[3807.6999999999994, 3807.6999999999994, 3807.6999999999994, 3738.2000000000016, 3738.2000000000016, 3738.2000000000016, 3724.499999999999, 3724.499999999999, 3724.499999999999, 3701.1000000000004, 3701.1000000000004, 3701.1000000000004, 3701.1000000000004, 3701.1000000000004, 3701.1000000000004, 3701.1000000000004, 3701.1000000000004, 3701.1000000000004, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2, 3681.2]",2990.0,3807.6999999999994,3681.1999999999994,3681.2
WagnerModel,100,20.0,20.0,0.3,214.709178,3336.1999999999994,true,27,"[3050.0, 3282.7999999999997, 3311.0, 3314.8999999999996, 3314.8999999999996, 3317.9, 3317.9, 3317.9, 3317.9, 3330.7999999999993, 3330.7999999999997, 3330.7999999999997, 3332.3999999999996, 3332.4, 3332.4, 3332.4, 3332.4, 3332.4, 3333.7999999999997, 3333.7999999999997, 3333.7999999999997, 3334.3999999999996, 3334.4, 3335.1, 3335.1, 3335.2000000000003, 3335.2000000000003, 3336.2]","[3548.799999999999, 3453.6999999999994, 3447.7999999999993, 3447.7999999999993, 3425.3999999999983, 3425.3999999999983, 3425.3999999999983, 3343.9, 3343.9, 3343.9, 3343.9, 3343.9, 3343.9, 3343.9, 3343.9, 3343.9, 3343.9, 3337.499999999999, 3336.2, 3336.2, 3336.2, 3336.2, 3336.1999999999994, 3336.1999999999994, 3336.1999999999994, 3336.1999999999994, 3336.1999999999994, 3336.1999999999994]",3050.0,3548.799999999999,3336.2,3336.1999999999994
WagnerModel,100,60.0,60.0,0.3,7200.1233504,3742.5000000000005,false,55,"[3050.0, 3483.9999999999995, 3732.2999999999993, 3732.2999999999993, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3732.2999999999997, 3741.2000000000003, 3741.2000000000003, 3741.2000000000003, 3741.2000000000003, 3741.2000000000007, 3741.2000000000007, 3741.200000000007, 3741.200000000007, 3741.200000000007, 3741.200000000007, 3741.200000000007, 3741.200000000007, 3741.200000000007, 3741.200000000007, 3741.200000000007, 3741.200000000007]","[3959.799999999999, 3778.4999999999995, 3778.4999999999995, 3778.4999999999995, 3778.4999999999995, 3778.4999999999995, 3778.4999999999995, 3778.4999999999995, 3778.4999999999995, 3778.4999999999995, 3778.4999999999995, 3778.4999999999995, 3778.4999999999995, 3778.4999999999995, 3771.200000000001, 3771.200000000001, 3771.200000000001, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3765.7000000000007, 3742.5000000000005, 3742.5000000000005, 3742.5000000000005, 3742.5000000000005, 3742.5000000000005, 3742.5000000000005, 3742.5000000000005, 3742.5000000000005, 3742.5000000000005, 3742.5000000000005, 3742.5000000000005, 3742.5000000000005, 3742.5000000000005, 3742.5000000000005, 3742.5000000000005, 3742.5000000000005, 3742.5000000000005]",3050.0,3959.799999999999,3741.200000000007,3742.5000000000005
WagnerModel,100,20.0,20.0,0.4,7200.1360812,3435.999999999999,false,30,"[3050.0, 3394.4000000000005, 3410.4, 3410.4, 3410.4, 3410.4, 3410.4, 3410.4, 3410.4, 3410.4, 3410.4000000000005, 3410.4000000000005, 3410.4000000000005, 3410.4000000000005, 3410.4000000000005, 3410.4000000000005, 3410.4000000000005, 3410.4000000000005, 3410.4000000000005, 3410.4000000000005, 3410.4000000000005, 3410.4000000000005, 3410.4000000000005, 3410.4000000000005, 3410.4000000000005, 3422.0, 3426.4, 3426.4000000000005, 3428.4, 3428.8]","[3697.2000000000007, 3603.6, 3603.6, 3603.6, 3603.6, 3603.6, 3603.6, 3523.3999999999996, 3523.3999999999996, 3523.3999999999996, 3523.3999999999996, 3523.3999999999996, 3523.3999999999996, 3523.3999999999996, 3523.3999999999996, 3523.3999999999996, 3523.3999999999996, 3493.6000000000013, 3493.6000000000013, 3467.4000000000005, 3467.4000000000005, 3467.4000000000005, 3467.4000000000005, 3467.4000000000005, 3467.4000000000005, 3436.7999999999997, 3436.7999999999997, 3435.999999999999, 3435.999999999999, 3435.999999999999]",3050.0,3697.2000000000007,3428.8,3435.999999999999
WagnerModel,100,60.0,60.0,0.4,304.7756351,3979.6,true,32,"[3050.0, 3711.4000000000005, 3734.2, 3734.2, 3782.9999999999995, 3822.8000000000006, 3822.8000000000006, 3822.8000000000006, 3822.8000000000006, 3822.8000000000006, 3912.0, 3912.0000000000005, 3912.0000000000005, 3912.0000000000005, 3975.599999999999, 3975.599999999999, 3975.5999999999995, 3975.5999999999995, 3975.5999999999995, 3975.5999999999995, 3975.5999999999995, 3975.5999999999995, 3975.5999999999995, 3975.5999999999995, 3975.5999999999995, 3975.5999999999995, 3975.5999999999995, 3975.5999999999995, 3978.5999999999985, 3978.599999999999, 3978.599999999999, 3978.5999999999995, 3979.5999999999995]","[4229.4000000000015, 4172.000000000001, 4172.000000000001, 4093.6000000000004, 4093.6000000000004, 4093.6000000000004, 3995.4000000000005, 3995.4000000000005, 3995.4000000000005, 3995.4000000000005, 3995.4000000000005, 3995.4000000000005, 3995.4000000000005, 3985.2, 3985.2, 3985.2, 3985.2, 3985.2, 3985.2, 3985.2, 3985.2, 3985.2, 3985.2, 3984.9999999999995, 3984.9999999999995, 3979.6, 3979.6, 3979.6, 3979.6, 3979.6, 3979.6, 3979.6, 3979.6]",3050.0,4229.4000000000015,3979.5999999999995,3979.6
WagnerModel,100,20.0,20.0,0.39999999999999997,100.2175415,3340.2,true,33,"[2965.0, 3310.6000000000004, 3322.5999999999995, 3322.6, 3322.6, 3322.6, 3322.6, 3322.6, 3328.599999999999, 3328.599999999999, 3328.599999999999, 3328.599999999999, 3328.599999999999, 3328.599999999999, 3328.599999999999, 3336.1999999999994, 3336.1999999999994, 3336.1999999999994, 3336.1999999999994, 3337.8000000000006, 3337.8000000000006, 3339.1999999999994, 3339.1999999999994, 3339.2, 3339.2, 3339.2, 3339.2, 3339.2, 3339.2, 3339.2, 3339.400000000001, 3339.4000000000024, 3340.2000000000003, 3340.2000000000003]","[3610.3999999999996, 3513.9999999999995, 3513.9999999999995, 3444.7999999999997, 3444.7999999999997, 3444.7999999999997, 3444.7999999999997, 3444.7999999999997, 3444.7999999999997, 3444.7999999999997, 3405.8000000000015, 3366.0, 3366.0, 3366.0, 3355.8, 3355.8, 3355.8, 3355.8, 3355.8, 3355.8, 3355.8, 3355.8, 3355.8, 3355.8, 3355.8, 3355.8, 3355.8, 3355.8, 3355.8, 3355.8, 3355.8, 3351.0, 3351.0, 3340.2]",2965.0,3610.3999999999996,3340.2000000000003,3340.2
WagnerModel,100,60.0,60.0,0.39999999999999997,211.0066941,3882.2000000000007,true,40,"[2965.0, 3589.399999999999, 3640.599999999999, 3640.599999999999, 3640.599999999999, 3864.5999999999995, 3864.5999999999995, 3864.5999999999995, 3878.9999999999995, 3878.9999999999995, 3879.0, 3879.0, 3879.0, 3879.0, 3879.0, 3879.0, 3879.0, 3879.0000000000005, 3879.0000000000005, 3879.0000000000005, 3879.0000000000005, 3879.0000000000005, 3879.0000000000005, 3879.0000000000005, 3879.0000000000005, 3879.0000000000005, 3879.0000000000005, 3879.0000000000005, 3879.0000000000027, 3879.0000000000027, 3879.0000000000027, 3879.0000000000027, 3879.0000000000027, 3879.0000000000027, 3879.0000000000027, 3879.0000000000027, 3879.0000000000027, 3879.0000000000027, 3879.0000000000027, 3881.0, 3882.199999999999]","[4118.799999999999, 3957.7999999999993, 3933.999999999999, 3933.999999999999, 3906.8, 3906.8, 3906.8, 3895.6000000000004, 3895.6000000000004, 3895.6000000000004, 3895.6000000000004, 3895.6000000000004, 3895.6000000000004, 3895.6000000000004, 3895.6000000000004, 3895.6000000000004, 3895.6000000000004, 3895.6000000000004, 3893.8, 3893.8, 3893.8, 3893.8, 3893.8, 3893.8, 3893.8, 3893.8, 3893.8, 3893.8, 3893.8, 3893.8, 3893.8, 3893.8, 3893.8, 3893.8, 3893.8, 3893.8, 3893.8, 3893.8, 3885.000000000001, 3882.2000000000007, 3882.2000000000007]",2965.0,4118.799999999999,3882.199999999999,3882.2000000000007
WagnerModel,100,20.0,20.0,0.39999999999999997,1841.5726586,3496.8,true,35,"[3116.0, 3475.2000000000003, 3475.2000000000007, 3475.2000000000007, 3484.0, 3484.0000000000005, 3484.0000000000005, 3484.0000000000005, 3484.0000000000005, 3484.0000000000005, 3487.6, 3487.6000000000004, 3487.6000000000004, 3487.6000000000004, 3487.6000000000004, 3487.6000000000004, 3487.6000000000004, 3487.6000000000004, 3487.6000000000004, 3487.6000000000004, 3487.6000000000004, 3487.6000000000004, 3487.6000000000004, 3487.6000000000004, 3487.6000000000004, 3487.6000000000004, 3492.8, 3492.8, 3492.8, 3492.8, 3492.8, 3492.8, 3492.8000000000006, 3493.7999999999984, 3494.8000000000006, 3496.8]","[3736.4, 3736.4, 3716.7999999999997, 3656.2000000000003, 3656.2000000000003, 3630.8, 3630.8, 3630.8, 3630.8, 3554.2000000000003, 3554.2000000000003, 3554.2000000000003, 3554.2000000000003, 3554.2000000000003, 3554.2000000000003, 3554.2000000000003, 3554.2000000000003, 3554.2000000000003, 3554.2000000000003, 3554.2000000000003, 3531.8000000000006, 3531.8000000000006, 3526.6000000000004, 3526.6000000000004, 3526.6000000000004, 3496.8, 3496.8, 3496.8, 3496.8, 3496.8, 3496.8, 3496.8, 3496.8, 3496.8, 3496.8, 3496.8]",3116.0,3736.4,3496.8,3496.8
WagnerModel,100,60.0,60.0,0.39999999999999997,293.5259922,4074.8000000000006,true,30,"[3116.0, 3780.0000000000005, 3826.800000000002, 3826.800000000002, 3870.7999999999997, 3889.2000000000003, 4049.8, 4049.8, 4049.8, 4049.8, 4049.8, 4049.8, 4049.8000000000006, 4049.8000000000006, 4049.8000000000006, 4049.8000000000006, 4049.8000000000006, 4049.8000000000006, 4049.8000000000006, 4049.8000000000006, 4049.8000000000006, 4049.8000000000006, 4049.8000000000006, 4049.8000000000006, 4049.8000000000006, 4070.800000000001, 4070.800000000001, 4070.8000000000015, 4070.8000000000015, 4070.8000000000015, 4074.8]","[4275.599999999999, 4188.800000000001, 4188.800000000001, 4188.800000000001, 4188.800000000001, 4122.6, 4122.6, 4122.6, 4122.6, 4122.6, 4122.6, 4122.6, 4122.6, 4122.6, 4122.6, 4122.6, 4122.6, 4122.6, 4102.599999999999, 4102.599999999999, 4102.599999999999, 4102.599999999999, 4102.599999999999, 4102.599999999999, 4076.2, 4076.2, 4076.2, 4076.2, 4076.2, 4074.8000000000006, 4074.8000000000006]",3116.0,4275.599999999999,4074.8,4074.8000000000006
WagnerModel,100,20.0,20.0,0.4,7200.2487848,3369.1999999999994,false,55,"[2990.0, 3323.6, 3338.8, 3338.8, 3338.8, 3338.8, 3338.8, 3338.8, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3352.0, 3365.2000000000003, 3365.2000000000003, 3365.2000000000003, 3365.2000000000003, 3365.2000000000003, 3365.2000000000003, 3365.2000000000003, 3365.2000000000003, 3365.2000000000003, 3365.2000000000003, 3365.2000000000003, 3365.2000000000003, 3365.2000000000003, 3365.2000000000003, 3365.2000000000003]","[3603.7999999999993, 3603.7999999999993, 3603.7999999999993, 3603.7999999999993, 3503.2, 3503.2, 3503.2, 3503.2, 3503.2, 3503.2, 3503.2, 3482.0000000000005, 3482.0000000000005, 3482.0000000000005, 3482.0000000000005, 3482.0000000000005, 3482.0000000000005, 3422.0, 3422.0, 3422.0, 3422.0, 3422.0, 3422.0, 3422.0, 3422.0, 3422.0, 3422.0, 3412.000000000001, 3412.000000000001, 3412.000000000001, 3380.6000000000004, 3380.6000000000004, 3380.6000000000004, 3380.6000000000004, 3380.6000000000004, 3380.6000000000004, 3380.6000000000004, 3369.3999999999996, 3369.3999999999996, 3369.1999999999994, 3369.1999999999994, 3369.1999999999994, 3369.1999999999994, 3369.1999999999994, 3369.1999999999994, 3369.1999999999994, 3369.1999999999994, 3369.1999999999994, 3369.1999999999994, 3369.1999999999994, 3369.1999999999994, 3369.1999999999994, 3369.1999999999994, 3369.1999999999994, 3369.1999999999994]",2990.0,3603.7999999999993,3365.2000000000003,3369.1999999999994
WagnerModel,100,60.0,60.0,0.4,7200.2620818,3911.6,false,62,"[2990.0, 3708.8, 3708.8, 3786.2, 3790.6000000000004, 3790.6000000000004, 3790.6000000000004, 3790.6000000000004, 3790.6000000000004, 3790.6000000000004, 3790.6000000000004, 3790.6000000000004, 3790.6000000000004, 3790.6000000000004, 3790.6000000000004, 3790.6000000000004, 3790.600000000001, 3790.600000000001, 3790.600000000001, 3790.600000000001, 3790.600000000001, 3790.600000000001, 3790.600000000001, 3790.600000000001, 3790.600000000001, 3790.600000000001, 3790.600000000001, 3790.600000000001, 3790.600000000001, 3790.600000000001, 3907.6000000000004, 3907.6000000000004, 3907.6000000000004, 3907.6000000000004, 3907.6000000000004, 3907.6000000000004, 3907.6000000000004, 3907.6000000000004, 3907.6000000000004, 3907.6000000000004, 3907.6000000000004, 3907.6000000000004, 3908.6000000000004, 3908.6000000000004, 3908.6000000000004, 3908.6000000000004, 3908.6000000000004, 3908.6000000000004, 3908.6000000000004, 3908.6000000000004, 3908.6000000000004, 3908.6000000000004, 3908.6000000000004, 3908.6000000000004, 3908.6000000000004, 3909.6000000000004, 3909.6000000000004, 3909.6000000000004, 3909.600000000001, 3909.600000000001, 3909.600000000001, 3909.600000000001]","[4100.5999999999985, 4092.2, 4092.2, 4092.2, 4092.2, 4092.2, 4092.2, 4092.2, 4092.2, 4092.2, 4092.2, 4092.2, 4092.2, 4083.2, 4083.2, 4083.2, 4083.2, 4083.2, 4083.2, 4083.2, 4072.7999999999997, 4072.7999999999997, 4072.7999999999997, 4072.7999999999997, 4072.7999999999997, 3922.8000000000015, 3922.8000000000015, 3922.8000000000015, 3922.8000000000015, 3914.4, 3914.4, 3914.4, 3914.4, 3914.4, 3914.4, 3914.4, 3911.6000000000004, 3911.6000000000004, 3911.6000000000004, 3911.6000000000004, 3911.6000000000004, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6, 3911.6]",2990.0,4100.5999999999985,3909.600000000001,3911.6
WagnerModel,100,20.0,20.0,0.39999999999999997,7200.2559355,3431.599999999999,false,44,"[3050.0, 3360.4, 3370.7999999999993, 3370.7999999999993, 3416.0, 3416.0, 3416.0, 3416.0, 3416.0, 3419.2, 3419.2, 3419.2, 3419.2, 3419.2, 3419.2, 3419.2, 3419.2, 3419.2, 3424.3999999999996, 3424.4, 3424.4, 3424.4, 3424.4, 3424.4, 3424.4, 3424.4, 3424.4, 3424.4, 3424.4, 3424.4, 3427.5999999999995, 3427.5999999999995, 3428.6000000000004, 3428.6000000000004, 3428.6000000000004, 3428.6000000000004, 3428.6000000000004, 3428.6000000000004, 3428.6000000000004, 3429.6000000000045, 3429.6000000000045, 3429.7999999999997, 3429.7999999999997, 3429.8]","[3716.4000000000005, 3617.4, 3614.200000000001, 3563.4, 3563.4, 3563.4, 3563.4, 3563.4, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3444.8, 3433.9999999999995, 3433.9999999999995, 3431.599999999999, 3431.599999999999, 3431.599999999999, 3431.599999999999, 3431.599999999999, 3431.599999999999, 3431.599999999999, 3431.599999999999, 3431.599999999999, 3431.599999999999, 3431.599999999999, 3431.599999999999, 3431.599999999999]",3050.0,3716.4000000000005,3429.8,3431.599999999999
